순위,영화명,평점,날짜
1,극장판 바이올렛 에버가든,9.48,20210401
2,가나의 혼인잔치: 언약,9.42,20210401
3,반지의 제왕: 왕의 귀환,9.38,20210401
4,죽은 시인의 사회,9.38,20210401
5,반지의 제왕: 두 개의 탑,9.36,20210401
6,부활: 그 증거,9.34,20210401
7,패왕별희 디 오리지널,9.32,20210401
8,극장판 귀멸의 칼날: 무한열차편,9.31,20210401
9,소울,9.30,20210401
10,반지의 제왕: 반지 원정대,9.29,20210401
11,러빙 빈센트,9.22,20210401
12,해피 투게더,9.20,20210401
13,바울,9.16,20210401
14,라야와 마지막 드래곤,9.16,20210401
15,극장판 쿠로코의 농구 라스트 게임,9.09,20210401
16,더 박스,9.06,20210401
17,타오르는 여인의 초상,9.06,20210401
18,자산어보,9.05,20210401
19,남매의 여름밤,8.94,20210401
20,극장판 소드 아트 온라인 -오디널 스케일-,8.94,20210401
21,러브 액츄얼리,8.93,20210401
22,중경삼림,8.93,20210401
23,천로역정: 천국을 찾아서,8.83,20210401
24,너의 이름은.,8.79,20210401
25,화양연화,8.79,20210401
26,소공녀,8.78,20210401
27,고질라 VS. 콩,8.64,20210401
28,세자매,8.56,20210401
29,빅쇼트,8.53,20210401
30,러브 라이브! 더 스쿨 아이돌 무비,8.51,20210401
31,아비정전,8.48,20210401
32,허트 로커,8.44,20210401
33,초속5센티미터,8.36,20210401
34,신은 죽지 않았다 3: 어둠 속의 빛,8.31,20210401
35,아틱,8.29,20210401
36,콜드 워,8.26,20210401
37,국가부도의 날,8.13,20210401
38,하나와 앨리스,8.11,20210401
39,너의 췌장을 먹고 싶어,8.09,20210401
40,일대종사,8.00,20210401
41,날씨의 아이,7.95,20210401
42,미나리,7.82,20210401
43,예수는 역사다,7.80,20210401
44,"마진 콜: 24시간, 조작된 진실",7.79,20210401
45,열혈남아,7.72,20210401
46,미션 파서블,7.35,20210401
47,애비규환,6.92,20210401
48,고질라,6.67,20210401
49,불한당: 나쁜 놈들의 세상,6.44,20210401
50,카오스 워킹,6.29,20210401
1,극장판 바이올렛 에버가든,9.48,20210402
2,가나의 혼인잔치: 언약,9.42,20210402
3,소년시절의 너,9.39,20210402
4,반지의 제왕: 왕의 귀환,9.38,20210402
5,죽은 시인의 사회,9.38,20210402
6,반지의 제왕: 두 개의 탑,9.36,20210402
7,부활: 그 증거,9.34,20210402
8,패왕별희 디 오리지널,9.32,20210402
9,극장판 귀멸의 칼날: 무한열차편,9.31,20210402
10,소울,9.30,20210402
11,반지의 제왕: 반지 원정대,9.29,20210402
12,러빙 빈센트,9.22,20210402
13,해피 투게더,9.20,20210402
14,파수꾼,9.18,20210402
15,바울,9.16,20210402
16,라야와 마지막 드래곤,9.16,20210402
17,극장판 쿠로코의 농구 라스트 게임,9.09,20210402
18,더 박스,9.06,20210402
19,타오르는 여인의 초상,9.05,20210402
20,자산어보,9.03,20210402
21,남매의 여름밤,8.94,20210402
22,극장판 소드 아트 온라인 -오디널 스케일-,8.94,20210402
23,러브 액츄얼리,8.93,20210402
24,중경삼림,8.93,20210402
25,천로역정: 천국을 찾아서,8.84,20210402
26,너의 이름은.,8.79,20210402
27,화양연화,8.79,20210402
28,소공녀,8.78,20210402
29,벌새,8.75,20210402
30,건축학개론,8.67,20210402
31,늑대소년,8.65,20210402
32,고질라 VS. 콩,8.59,20210402
33,세자매,8.56,20210402
34,빅쇼트,8.53,20210402
35,러브 라이브! 더 스쿨 아이돌 무비,8.51,20210402
36,아비정전,8.48,20210402
37,허트 로커,8.44,20210402
38,초속5센티미터,8.36,20210402
39,신은 죽지 않았다 3: 어둠 속의 빛,8.31,20210402
40,아틱,8.29,20210402
41,콜드 워,8.26,20210402
42,테넷,8.17,20210402
43,국가부도의 날,8.13,20210402
44,하나와 앨리스,8.11,20210402
45,너의 췌장을 먹고 싶어,8.09,20210402
46,더 테이블,8.01,20210402
47,일대종사,8.00,20210402
48,날씨의 아이,7.95,20210402
49,미나리,7.82,20210402
50,최악의 하루,7.80,20210402
1,극장판 바이올렛 에버가든,9.48,20210403
2,가나의 혼인잔치: 언약,9.42,20210403
3,소년시절의 너,9.39,20210403
4,반지의 제왕: 왕의 귀환,9.38,20210403
5,죽은 시인의 사회,9.38,20210403
6,반지의 제왕: 두 개의 탑,9.36,20210403
7,부활: 그 증거,9.34,20210403
8,패왕별희 디 오리지널,9.31,20210403
9,극장판 귀멸의 칼날: 무한열차편,9.31,20210403
10,소울,9.30,20210403
11,반지의 제왕: 반지 원정대,9.29,20210403
12,러빙 빈센트,9.22,20210403
13,해피 투게더,9.20,20210403
14,파수꾼,9.18,20210403
15,바울,9.16,20210403
16,라야와 마지막 드래곤,9.16,20210403
17,자산어보,9.12,20210403
18,극장판 쿠로코의 농구 라스트 게임,9.09,20210403
19,더 박스,9.05,20210403
20,남매의 여름밤,8.94,20210403
21,극장판 소드 아트 온라인 -오디널 스케일-,8.94,20210403
22,러브 액츄얼리,8.93,20210403
23,중경삼림,8.93,20210403
24,천로역정: 천국을 찾아서,8.84,20210403
25,너의 이름은.,8.79,20210403
26,화양연화,8.79,20210403
27,소공녀,8.78,20210403
28,벌새,8.75,20210403
29,건축학개론,8.67,20210403
30,늑대소년,8.65,20210403
31,세자매,8.56,20210403
32,빅쇼트,8.53,20210403
33,러브 라이브! 더 스쿨 아이돌 무비,8.51,20210403
34,고질라 VS. 콩,8.49,20210403
35,아비정전,8.47,20210403
36,허트 로커,8.44,20210403
37,초속5센티미터,8.36,20210403
38,신은 죽지 않았다 3: 어둠 속의 빛,8.31,20210403
39,아틱,8.29,20210403
40,콜드 워,8.26,20210403
41,테넷,8.17,20210403
42,국가부도의 날,8.13,20210403
43,하나와 앨리스,8.11,20210403
44,너의 췌장을 먹고 싶어,8.09,20210403
45,더 테이블,8.01,20210403
46,일대종사,8.00,20210403
47,날씨의 아이,7.95,20210403
48,미나리,7.82,20210403
49,최악의 하루,7.80,20210403
50,예수는 역사다,7.80,20210403
1,극장판 바이올렛 에버가든,9.48,20210404
2,가나의 혼인잔치: 언약,9.42,20210404
3,소년시절의 너,9.39,20210404
4,반지의 제왕: 왕의 귀환,9.38,20210404
5,죽은 시인의 사회,9.38,20210404
6,반지의 제왕: 두 개의 탑,9.36,20210404
7,부활: 그 증거,9.34,20210404
8,패왕별희 디 오리지널,9.32,20210404
9,극장판 귀멸의 칼날: 무한열차편,9.31,20210404
10,소울,9.30,20210404
11,반지의 제왕: 반지 원정대,9.29,20210404
12,러빙 빈센트,9.22,20210404
13,해피 투게더,9.20,20210404
14,자산어보,9.20,20210404
15,파수꾼,9.18,20210404
16,바울,9.16,20210404
17,라야와 마지막 드래곤,9.16,20210404
18,극장판 쿠로코의 농구 라스트 게임,9.09,20210404
19,더 박스,9.06,20210404
20,남매의 여름밤,8.94,20210404
21,극장판 소드 아트 온라인 -오디널 스케일-,8.94,20210404
22,러브 액츄얼리,8.93,20210404
23,중경삼림,8.93,20210404
24,천로역정: 천국을 찾아서,8.84,20210404
25,너의 이름은.,8.79,20210404
26,화양연화,8.79,20210404
27,소공녀,8.78,20210404
28,벌새,8.75,20210404
29,건축학개론,8.67,20210404
30,늑대소년,8.65,20210404
31,세자매,8.55,20210404
32,빅쇼트,8.53,20210404
33,러브 라이브! 더 스쿨 아이돌 무비,8.51,20210404
34,아비정전,8.47,20210404
35,허트 로커,8.44,20210404
36,고질라 VS. 콩,8.42,20210404
37,초속5센티미터,8.36,20210404
38,신은 죽지 않았다 3: 어둠 속의 빛,8.31,20210404
39,아틱,8.29,20210404
40,콜드 워,8.26,20210404
41,테넷,8.17,20210404
42,국가부도의 날,8.13,20210404
43,하나와 앨리스,8.11,20210404
44,너의 췌장을 먹고 싶어,8.09,20210404
45,더 테이블,8.01,20210404
46,일대종사,8.00,20210404
47,날씨의 아이,7.95,20210404
48,미나리,7.81,20210404
49,최악의 하루,7.80,20210404
50,예수는 역사다,7.79,20210404
1,극장판 바이올렛 에버가든,9.48,20210405
2,가나의 혼인잔치: 언약,9.42,20210405
3,반지의 제왕: 왕의 귀환,9.38,20210405
4,죽은 시인의 사회,9.38,20210405
5,반지의 제왕: 두 개의 탑,9.36,20210405
6,부활: 그 증거,9.34,20210405
7,패왕별희 디 오리지널,9.32,20210405
8,극장판 귀멸의 칼날: 무한열차편,9.31,20210405
9,소울,9.30,20210405
10,반지의 제왕: 반지 원정대,9.29,20210405
11,자산어보,9.24,20210405
12,러빙 빈센트,9.22,20210405
13,해피 투게더,9.20,20210405
14,파수꾼,9.18,20210405
15,오아시스,9.17,20210405
16,라야와 마지막 드래곤,9.16,20210405
17,바울,9.16,20210405
18,극장판 쿠로코의 농구 라스트 게임,9.09,20210405
19,더 박스,9.04,20210405
20,남매의 여름밤,8.94,20210405
21,극장판 소드 아트 온라인 -오디널 스케일-,8.94,20210405
22,시,8.93,20210405
23,러브 액츄얼리,8.93,20210405
24,중경삼림,8.93,20210405
25,아무도 모른다,8.87,20210405
26,천로역정: 천국을 찾아서,8.84,20210405
27,초록물고기,8.83,20210405
28,너의 이름은.,8.79,20210405
29,화양연화,8.79,20210405
30,소공녀,8.78,20210405
31,벌새,8.75,20210405
32,건축학개론,8.67,20210405
33,늑대소년,8.65,20210405
34,세자매,8.55,20210405
35,러브 라이브! 더 스쿨 아이돌 무비,8.51,20210405
36,블루 재스민,8.48,20210405
37,아비정전,8.47,20210405
38,허트 로커,8.44,20210405
39,고질라 VS. 콩,8.38,20210405
40,초속5센티미터,8.36,20210405
41,신은 죽지 않았다 3: 어둠 속의 빛,8.31,20210405
42,아틱,8.30,20210405
43,콜드 워,8.26,20210405
44,테넷,8.17,20210405
45,하나와 앨리스,8.11,20210405
46,너의 췌장을 먹고 싶어,8.09,20210405
47,더 테이블,8.01,20210405
48,두번째 사랑,8.00,20210405
49,일대종사,8.00,20210405
50,날씨의 아이,7.95,20210405
1,극장판 바이올렛 에버가든,9.48,20210406
2,가나의 혼인잔치: 언약,9.42,20210406
3,반지의 제왕: 왕의 귀환,9.38,20210406
4,죽은 시인의 사회,9.38,20210406
5,반지의 제왕: 두 개의 탑,9.36,20210406
6,부활: 그 증거,9.35,20210406
7,패왕별희 디 오리지널,9.32,20210406
8,극장판 귀멸의 칼날: 무한열차편,9.31,20210406
9,소울,9.30,20210406
10,반지의 제왕: 반지 원정대,9.29,20210406
11,자산어보,9.22,20210406
12,러빙 빈센트,9.22,20210406
13,해피 투게더,9.20,20210406
14,파수꾼,9.18,20210406
15,오아시스,9.17,20210406
16,바울,9.16,20210406
17,라야와 마지막 드래곤,9.16,20210406
18,극장판 쿠로코의 농구 라스트 게임,9.09,20210406
19,더 박스,9.04,20210406
20,남매의 여름밤,8.94,20210406
21,극장판 소드 아트 온라인 -오디널 스케일-,8.94,20210406
22,시,8.93,20210406
23,중경삼림,8.93,20210406
24,러브 액츄얼리,8.93,20210406
25,아무도 모른다,8.87,20210406
26,천로역정: 천국을 찾아서,8.84,20210406
27,초록물고기,8.83,20210406
28,너의 이름은.,8.79,20210406
29,화양연화,8.79,20210406
30,소공녀,8.78,20210406
31,벌새,8.75,20210406
32,찬실이는 복도 많지,8.74,20210406
33,건축학개론,8.67,20210406
34,늑대소년,8.65,20210406
35,세자매,8.55,20210406
36,러브 라이브! 더 스쿨 아이돌 무비,8.51,20210406
37,블루 재스민,8.48,20210406
38,아비정전,8.47,20210406
39,고질라 VS. 콩,8.37,20210406
40,초속5센티미터,8.36,20210406
41,신은 죽지 않았다 3: 어둠 속의 빛,8.31,20210406
42,아틱,8.30,20210406
43,콜드 워,8.26,20210406
44,테넷,8.17,20210406
45,하나와 앨리스,8.11,20210406
46,너의 췌장을 먹고 싶어,8.09,20210406
47,더 테이블,8.01,20210406
48,일대종사,8.00,20210406
49,두번째 사랑,8.00,20210406
50,날씨의 아이,7.95,20210406
1,극장판 바이올렛 에버가든,9.48,20210407
2,가나의 혼인잔치: 언약,9.42,20210407
3,반지의 제왕: 왕의 귀환,9.38,20210407
4,죽은 시인의 사회,9.38,20210407
5,반지의 제왕: 두 개의 탑,9.36,20210407
6,부활: 그 증거,9.35,20210407
7,패왕별희 디 오리지널,9.31,20210407
8,극장판 귀멸의 칼날: 무한열차편,9.31,20210407
9,소울,9.30,20210407
10,반지의 제왕: 반지 원정대,9.29,20210407
11,자산어보,9.22,20210407
12,러빙 빈센트,9.22,20210407
13,해피 투게더,9.20,20210407
14,파수꾼,9.18,20210407
15,오아시스,9.17,20210407
16,라야와 마지막 드래곤,9.16,20210407
17,바울,9.16,20210407
18,극장판 쿠로코의 농구 라스트 게임,9.09,20210407
19,더 박스,9.04,20210407
20,남매의 여름밤,8.94,20210407
21,극장판 소드 아트 온라인 -오디널 스케일-,8.94,20210407
22,시,8.93,20210407
23,중경삼림,8.93,20210407
24,러브 액츄얼리,8.93,20210407
25,아무도 모른다,8.87,20210407
26,천로역정: 천국을 찾아서,8.84,20210407
27,초록물고기,8.83,20210407
28,너의 이름은.,8.79,20210407
29,화양연화,8.79,20210407
30,소공녀,8.78,20210407
31,벌새,8.75,20210407
32,찬실이는 복도 많지,8.74,20210407
33,건축학개론,8.67,20210407
34,늑대소년,8.65,20210407
35,세자매,8.56,20210407
36,러브 라이브! 더 스쿨 아이돌 무비,8.51,20210407
37,블루 재스민,8.48,20210407
38,아비정전,8.47,20210407
39,레미제라블,8.38,20210407
40,고질라 VS. 콩,8.36,20210407
41,초속5센티미터,8.36,20210407
42,신은 죽지 않았다 3: 어둠 속의 빛,8.31,20210407
43,아틱,8.30,20210407
44,테넷,8.17,20210407
45,하나와 앨리스,8.11,20210407
46,너의 췌장을 먹고 싶어,8.09,20210407
47,더 테이블,8.01,20210407
48,일대종사,8.00,20210407
49,두번째 사랑,8.00,20210407
50,날씨의 아이,7.95,20210407
1,극장판 바이올렛 에버가든,9.48,20210408
2,가나의 혼인잔치: 언약,9.42,20210408
3,반지의 제왕: 왕의 귀환,9.38,20210408
4,죽은 시인의 사회,9.38,20210408
5,반지의 제왕: 두 개의 탑,9.36,20210408
6,부활: 그 증거,9.35,20210408
7,패왕별희 디 오리지널,9.31,20210408
8,극장판 귀멸의 칼날: 무한열차편,9.31,20210408
9,소울,9.30,20210408
10,자산어보,9.24,20210408
11,러빙 빈센트,9.22,20210408
12,해피 투게더,9.20,20210408
13,파수꾼,9.18,20210408
14,오아시스,9.17,20210408
15,라야와 마지막 드래곤,9.16,20210408
16,바울,9.16,20210408
17,더 박스,9.01,20210408
18,남매의 여름밤,8.94,20210408
19,시,8.93,20210408
20,중경삼림,8.93,20210408
21,러브 액츄얼리,8.93,20210408
22,아무도 모른다,8.87,20210408
23,천로역정: 천국을 찾아서,8.84,20210408
24,초록물고기,8.83,20210408
25,너의 이름은.,8.79,20210408
26,화양연화,8.79,20210408
27,소공녀,8.78,20210408
28,벌새,8.75,20210408
29,찬실이는 복도 많지,8.74,20210408
30,건축학개론,8.67,20210408
31,늑대소년,8.65,20210408
32,세자매,8.55,20210408
33,블루 재스민,8.48,20210408
34,아비정전,8.47,20210408
35,레미제라블,8.38,20210408
36,초속5센티미터,8.36,20210408
37,고질라 VS. 콩,8.33,20210408
38,신은 죽지 않았다 3: 어둠 속의 빛,8.31,20210408
39,아틱,8.30,20210408
40,팅커 테일러 솔저 스파이,8.22,20210408
41,테넷,8.17,20210408
42,하나와 앨리스,8.11,20210408
43,너의 췌장을 먹고 싶어,8.09,20210408
44,더 테이블,8.01,20210408
45,일대종사,8.00,20210408
46,두번째 사랑,8.00,20210408
47,날씨의 아이,7.95,20210408
48,밀양,7.92,20210408
49,별을 쫓는 아이,7.91,20210408
50,너는 여기에 없었다,7.82,20210408
1,극장판 바이올렛 에버가든,9.48,20210409
2,가나의 혼인잔치: 언약,9.42,20210409
3,반지의 제왕: 왕의 귀환,9.38,20210409
4,죽은 시인의 사회,9.38,20210409
5,반지의 제왕: 두 개의 탑,9.36,20210409
6,부활: 그 증거,9.35,20210409
7,패왕별희 디 오리지널,9.31,20210409
8,극장판 귀멸의 칼날: 무한열차편,9.31,20210409
9,소울,9.30,20210409
10,자산어보,9.24,20210409
11,러빙 빈센트,9.22,20210409
12,해피 투게더,9.20,20210409
13,영웅본색,9.18,20210409
14,파수꾼,9.18,20210409
15,오아시스,9.17,20210409
16,바울,9.16,20210409
17,라야와 마지막 드래곤,9.15,20210409
18,더 박스,8.99,20210409
19,남매의 여름밤,8.94,20210409
20,시,8.93,20210409
21,중경삼림,8.93,20210409
22,러브 액츄얼리,8.93,20210409
23,아무도 모른다,8.87,20210409
24,천로역정: 천국을 찾아서,8.84,20210409
25,초록물고기,8.83,20210409
26,너의 이름은.,8.79,20210409
27,화양연화,8.79,20210409
28,소공녀,8.78,20210409
29,벌새,8.75,20210409
30,찬실이는 복도 많지,8.74,20210409
31,건축학개론,8.67,20210409
32,늑대소년,8.65,20210409
33,세자매,8.55,20210409
34,블루 재스민,8.48,20210409
35,아비정전,8.47,20210409
36,레미제라블,8.38,20210409
37,초속5센티미터,8.36,20210409
38,고질라 VS. 콩,8.32,20210409
39,신은 죽지 않았다 3: 어둠 속의 빛,8.31,20210409
40,아틱,8.30,20210409
41,팅커 테일러 솔저 스파이,8.22,20210409
42,테넷,8.17,20210409
43,하나와 앨리스,8.11,20210409
44,너의 췌장을 먹고 싶어,8.09,20210409
45,더 테이블,8.01,20210409
46,일대종사,8.00,20210409
47,두번째 사랑,8.00,20210409
48,날씨의 아이,7.95,20210409
49,밀양,7.92,20210409
50,별을 쫓는 아이,7.91,20210409
1,극장판 바이올렛 에버가든,9.48,20210410
2,가나의 혼인잔치: 언약,9.42,20210410
3,반지의 제왕: 왕의 귀환,9.38,20210410
4,죽은 시인의 사회,9.38,20210410
5,반지의 제왕: 두 개의 탑,9.36,20210410
6,부활: 그 증거,9.35,20210410
7,패왕별희 디 오리지널,9.31,20210410
8,극장판 귀멸의 칼날: 무한열차편,9.31,20210410
9,소울,9.30,20210410
10,자산어보,9.25,20210410
11,러빙 빈센트,9.22,20210410
12,해피 투게더,9.20,20210410
13,영웅본색,9.18,20210410
14,파수꾼,9.18,20210410
15,오아시스,9.17,20210410
16,바울,9.16,20210410
17,라야와 마지막 드래곤,9.16,20210410
18,더 박스,9.00,20210410
19,남매의 여름밤,8.94,20210410
20,시,8.93,20210410
21,러브 액츄얼리,8.93,20210410
22,중경삼림,8.93,20210410
23,아무도 모른다,8.87,20210410
24,천로역정: 천국을 찾아서,8.84,20210410
25,초록물고기,8.83,20210410
26,너의 이름은.,8.79,20210410
27,화양연화,8.79,20210410
28,소공녀,8.78,20210410
29,벌새,8.75,20210410
30,찬실이는 복도 많지,8.74,20210410
31,건축학개론,8.67,20210410
32,늑대소년,8.65,20210410
33,세자매,8.55,20210410
34,블루 재스민,8.48,20210410
35,아비정전,8.47,20210410
36,레미제라블,8.38,20210410
37,초속5센티미터,8.36,20210410
38,고질라 VS. 콩,8.31,20210410
39,신은 죽지 않았다 3: 어둠 속의 빛,8.31,20210410
40,아틱,8.30,20210410
41,팅커 테일러 솔저 스파이,8.22,20210410
42,테넷,8.17,20210410
43,하나와 앨리스,8.11,20210410
44,너의 췌장을 먹고 싶어,8.09,20210410
45,더 테이블,8.01,20210410
46,두번째 사랑,8.00,20210410
47,날씨의 아이,7.95,20210410
48,밀양,7.92,20210410
49,별을 쫓는 아이,7.91,20210410
50,너는 여기에 없었다,7.82,20210410
1,극장판 바이올렛 에버가든,9.48,20210411
2,가나의 혼인잔치: 언약,9.42,20210411
3,반지의 제왕: 왕의 귀환,9.38,20210411
4,죽은 시인의 사회,9.38,20210411
5,반지의 제왕: 두 개의 탑,9.36,20210411
6,부활: 그 증거,9.35,20210411
7,패왕별희 디 오리지널,9.32,20210411
8,극장판 귀멸의 칼날: 무한열차편,9.31,20210411
9,소울,9.30,20210411
10,자산어보,9.26,20210411
11,러빙 빈센트,9.22,20210411
12,해피 투게더,9.20,20210411
13,영웅본색,9.18,20210411
14,파수꾼,9.18,20210411
15,오아시스,9.17,20210411
16,바울,9.16,20210411
17,라야와 마지막 드래곤,9.15,20210411
18,더 박스,9.00,20210411
19,남매의 여름밤,8.95,20210411
20,시,8.93,20210411
21,러브 액츄얼리,8.93,20210411
22,중경삼림,8.93,20210411
23,아무도 모른다,8.87,20210411
24,천로역정: 천국을 찾아서,8.84,20210411
25,초록물고기,8.83,20210411
26,너의 이름은.,8.79,20210411
27,화양연화,8.79,20210411
28,소공녀,8.78,20210411
29,벌새,8.75,20210411
30,찬실이는 복도 많지,8.74,20210411
31,건축학개론,8.67,20210411
32,늑대소년,8.65,20210411
33,세자매,8.55,20210411
34,블루 재스민,8.48,20210411
35,아비정전,8.47,20210411
36,레미제라블,8.38,20210411
37,초속5센티미터,8.36,20210411
38,고질라 VS. 콩,8.31,20210411
39,신은 죽지 않았다 3: 어둠 속의 빛,8.31,20210411
40,아틱,8.30,20210411
41,팅커 테일러 솔저 스파이,8.22,20210411
42,테넷,8.17,20210411
43,하나와 앨리스,8.11,20210411
44,너의 췌장을 먹고 싶어,8.09,20210411
45,더 테이블,8.01,20210411
46,두번째 사랑,8.00,20210411
47,날씨의 아이,7.95,20210411
48,밀양,7.92,20210411
49,별을 쫓는 아이,7.91,20210411
50,너는 여기에 없었다,7.82,20210411
1,극장판 바이올렛 에버가든,9.48,20210412
2,가나의 혼인잔치: 언약,9.42,20210412
3,반지의 제왕: 왕의 귀환,9.38,20210412
4,죽은 시인의 사회,9.38,20210412
5,반지의 제왕: 두 개의 탑,9.36,20210412
6,부활: 그 증거,9.35,20210412
7,패왕별희 디 오리지널,9.32,20210412
8,극장판 귀멸의 칼날: 무한열차편,9.31,20210412
9,소울,9.30,20210412
10,천녀유혼,9.28,20210412
11,자산어보,9.26,20210412
12,러빙 빈센트,9.22,20210412
13,해피 투게더,9.20,20210412
14,영웅본색,9.18,20210412
15,파수꾼,9.18,20210412
16,오아시스,9.17,20210412
17,바울,9.16,20210412
18,라야와 마지막 드래곤,9.16,20210412
19,더 박스,8.98,20210412
20,영웅본색 2,8.97,20210412
21,남매의 여름밤,8.95,20210412
22,시,8.93,20210412
23,러브 액츄얼리,8.93,20210412
24,중경삼림,8.93,20210412
25,아무도 모른다,8.87,20210412
26,천로역정: 천국을 찾아서,8.84,20210412
27,초록물고기,8.83,20210412
28,너의 이름은.,8.79,20210412
29,화양연화,8.79,20210412
30,소공녀,8.78,20210412
31,벌새,8.75,20210412
32,건축학개론,8.67,20210412
33,늑대소년,8.65,20210412
34,세자매,8.55,20210412
35,블루 재스민,8.48,20210412
36,아비정전,8.47,20210412
37,레미제라블,8.38,20210412
38,초속5센티미터,8.36,20210412
39,고질라 VS. 콩,8.31,20210412
40,신은 죽지 않았다 3: 어둠 속의 빛,8.31,20210412
41,아틱,8.31,20210412
42,팅커 테일러 솔저 스파이,8.21,20210412
43,테넷,8.17,20210412
44,하나와 앨리스,8.11,20210412
45,너의 췌장을 먹고 싶어,8.09,20210412
46,더 테이블,8.01,20210412
47,두번째 사랑,8.00,20210412
48,날씨의 아이,7.95,20210412
49,밀양,7.92,20210412
50,별을 쫓는 아이,7.91,20210412
1,극장판 바이올렛 에버가든,9.48,20210413
2,가나의 혼인잔치: 언약,9.42,20210413
3,반지의 제왕: 왕의 귀환,9.38,20210413
4,죽은 시인의 사회,9.38,20210413
5,반지의 제왕: 두 개의 탑,9.36,20210413
6,부활: 그 증거,9.35,20210413
7,패왕별희 디 오리지널,9.32,20210413
8,극장판 귀멸의 칼날: 무한열차편,9.31,20210413
9,소울,9.30,20210413
10,천녀유혼,9.28,20210413
11,자산어보,9.26,20210413
12,러빙 빈센트,9.22,20210413
13,해피 투게더,9.20,20210413
14,영웅본색,9.18,20210413
15,파수꾼,9.18,20210413
16,오아시스,9.17,20210413
17,바울,9.16,20210413
18,라야와 마지막 드래곤,9.15,20210413
19,더 박스,8.98,20210413
20,영웅본색 2,8.97,20210413
21,남매의 여름밤,8.95,20210413
22,시,8.93,20210413
23,러브 액츄얼리,8.93,20210413
24,중경삼림,8.93,20210413
25,아무도 모른다,8.87,20210413
26,천로역정: 천국을 찾아서,8.84,20210413
27,초록물고기,8.83,20210413
28,너의 이름은.,8.79,20210413
29,화양연화,8.79,20210413
30,소공녀,8.78,20210413
31,벌새,8.75,20210413
32,건축학개론,8.67,20210413
33,늑대소년,8.65,20210413
34,세자매,8.55,20210413
35,블루 재스민,8.48,20210413
36,아비정전,8.47,20210413
37,소리꾼,8.38,20210413
38,레미제라블,8.38,20210413
39,초속5센티미터,8.36,20210413
40,신은 죽지 않았다 3: 어둠 속의 빛,8.31,20210413
41,아틱,8.31,20210413
42,고질라 VS. 콩,8.30,20210413
43,팅커 테일러 솔저 스파이,8.21,20210413
44,테넷,8.17,20210413
45,하나와 앨리스,8.11,20210413
46,너의 췌장을 먹고 싶어,8.09,20210413
47,더 테이블,8.01,20210413
48,두번째 사랑,8.00,20210413
49,날씨의 아이,7.95,20210413
50,밀양,7.92,20210413
1,극장판 바이올렛 에버가든,9.48,20210414
2,반지의 제왕: 왕의 귀환,9.38,20210414
3,죽은 시인의 사회,9.38,20210414
4,반지의 제왕: 두 개의 탑,9.36,20210414
5,패왕별희 디 오리지널,9.32,20210414
6,극장판 귀멸의 칼날: 무한열차편,9.31,20210414
7,소울,9.30,20210414
8,천녀유혼,9.28,20210414
9,자산어보,9.26,20210414
10,러빙 빈센트,9.22,20210414
11,해피 투게더,9.20,20210414
12,영웅본색,9.18,20210414
13,파수꾼,9.18,20210414
14,오아시스,9.17,20210414
15,바울,9.16,20210414
16,라야와 마지막 드래곤,9.15,20210414
17,영웅본색 2,8.97,20210414
18,더 박스,8.97,20210414
19,남매의 여름밤,8.95,20210414
20,시,8.93,20210414
21,러브 액츄얼리,8.93,20210414
22,중경삼림,8.93,20210414
23,아무도 모른다,8.87,20210414
24,초록물고기,8.83,20210414
25,노바디 ,8.83,20210414
26,너의 이름은.,8.79,20210414
27,화양연화,8.79,20210414
28,소공녀,8.78,20210414
29,벌새,8.75,20210414
30,죽여주는 여자,8.74,20210414
31,건축학개론,8.67,20210414
32,늑대소년,8.65,20210414
33,세자매,8.55,20210414
34,블루 재스민,8.48,20210414
35,아비정전,8.47,20210414
36,문영,8.44,20210414
37,소리꾼,8.39,20210414
38,레미제라블,8.38,20210414
39,초속5센티미터,8.36,20210414
40,아틱,8.31,20210414
41,고질라 VS. 콩,8.29,20210414
42,팅커 테일러 솔저 스파이,8.21,20210414
43,테넷,8.17,20210414
44,하나와 앨리스,8.11,20210414
45,너의 췌장을 먹고 싶어,8.09,20210414
46,더 테이블,8.01,20210414
47,두번째 사랑,8.00,20210414
48,날씨의 아이,7.95,20210414
49,밀양,7.92,20210414
50,별을 쫓는 아이,7.91,20210414
1,부활: 그 증거,9.35,20210415
2,패왕별희 디 오리지널,9.32,20210415
3,극장판 귀멸의 칼날: 무한열차편,9.31,20210415
4,소울,9.30,20210415
5,천녀유혼,9.28,20210415
6,자산어보,9.27,20210415
7,러빙 빈센트,9.22,20210415
8,해피 투게더,9.20,20210415
9,영웅본색,9.18,20210415
10,파수꾼,9.18,20210415
11,오아시스,9.17,20210415
12,라야와 마지막 드래곤,9.15,20210415
13,영웅본색 2,8.97,20210415
14,더 박스,8.95,20210415
15,남매의 여름밤,8.95,20210415
16,시,8.93,20210415
17,러브 액츄얼리,8.93,20210415
18,중경삼림,8.93,20210415
19,아무도 모른다,8.87,20210415
20,초록물고기,8.83,20210415
21,너의 이름은.,8.79,20210415
22,화양연화,8.79,20210415
23,노바디 ,8.79,20210415
24,소공녀,8.78,20210415
25,벌새,8.75,20210415
26,죽여주는 여자,8.74,20210415
27,건축학개론,8.67,20210415
28,늑대소년,8.65,20210415
29,세자매,8.55,20210415
30,블루 재스민,8.48,20210415
